orig_index,Unnamed: 0,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence,error_type,evidence_index,predicted_parsing_order,origin,orig_error_type,predicted_parsing_order_src
3889,745,747,e1d101505f63e0516f9d406b4e17d00727be570ff249d8aa9ea70a11a84b3fcb,SPA 3,Ella apoya igualidad por todos los personas.,Ella apoya igualidad por [todos]{todas}<ga:fm:det:an> [los]{las}<ga:fm:det:an> personas.,[todos]{todas}<ga:fm:det:an>,ga:fm:det:an,todas,todos,"['Ella', 'apoya', 'igualidad', 'por', 'todas', 'las', 'personas', '.']","['Ella', 'apoya', 'igualidad', 'por', 'todos', 'las', 'personas', '.']","[4, 13]",gender agreement,"[5, 6, 14, 15]",Ella apoya igualidad por todas las personas.,Ella apoya igualidad por todos las personas.,gender agreement,"[5, 6, 14, 15]","{'4': 1, '5': 2, '6': 3, '13': 1, '14': 2, '15': 3}",A,gender agreement,"{'4': 1, '5': 2, '6': 3}"
2074,915,1117,88a7bb07d32a19d4694311bf38d0caef1b7b26b21ef3014ee5e826a47106a07e,SPA 2,Estoy estudiando los ciudades que vamos a visitar.,Estoy estudiando [los]{las}<ga:fm:det:inan> ciudades que vamos a visitar.,[los]{las}<ga:fm:det:inan>,ga:fm:det:inan,las,los,"['Estoy', 'estudiando', 'las', 'ciudades', 'que', 'vamos', 'a', 'visitar', '.']","['Estoy', 'estudiando', 'los', 'ciudades', 'que', 'vamos', 'a', 'visitar', '.']","[2, 12]",gender agreement,"[3, 13]",Estoy estudiando las ciudades que vamos a visitar.,Estoy estudiando los ciudades que vamos a visitar.,gender agreement,"[3, 13]","{'1': 3, '2': 1, '3': 2, '7': 3, '11': 3, '12': 1, '13': 2, '17': 3}",A,gender agreement,"{'1': 3, '2': 1, '3': 2, '7': 3}"
1351,160,496,34cf79681dc07b92797bd8a07f9be72e11da49ab51988875bd10c383107b7005,SPA 3,Los dos casaron en la ano de 2017.,Los dos casaron en [la]{el}<ga:mf:det:inan> ano de 2017.,[la]{el}<ga:mf:det:inan>,ga:mf:det:inan,el,la,"['Los', 'dos', 'casaron', 'en', 'el', 'ano', 'de', '2017', '.']","['Los', 'dos', 'casaron', 'en', 'la', 'ano', 'de', '2017', '.']","[4, 14]",gender agreement,"[5, 15]",Los dos casaron en el ano de 2017.,Los dos casaron en la ano de 2017.,gender agreement,"[5, 15]","{'2': 3, '3': 3, '4': 1, '5': 2, '7': 3, '12': 3, '13': 3, '14': 1, '15': 2, '17': 3}",A,gender agreement,"{'2': 3, '3': 3, '4': 1, '5': 2, '7': 3}"
3610,445,427,6aabefe903ecf5497452deabdc2656758da6dc263aa68ae61e1f90b324e4effd,SPA 2,Está en una larga estadio en San Francisco.,Está en [una]{un}<ga:mf:det:inan> [larga]{largo}<ga:mf:adj:inan> estadio en San Francisco.,[larga]{largo}<ga:mf:adj:inan>,ga:mf:adj:inan,largo,larga,"['Está', 'en', 'un', 'largo', 'estadio', 'en', 'San', 'Francisco', '.']","['Está', 'en', 'un', 'larga', 'estadio', 'en', 'San', 'Francisco', '.']","[3, 13]",gender agreement,"[2, 4, 12, 14]",Está en un largo estadio en San Francisco.,Está en un larga estadio en San Francisco.,gender agreement,"[2, 4, 12, 14]","{'0': 3, '1': 3, '2': 3, '3': 1, '4': 2, '6': 3, '10': 3, '11': 3, '12': 3, '13': 1, '14': 2, '16': 3}",A,gender agreement,"{'0': 3, '1': 3, '2': 3, '3': 1, '4': 2, '6': 3}"
1896,730,988,033a9a788e2b252c4a0bc7da0d8109e86a3d468a2bcc54885ec0e60af897ee7a,SPA 1,Escuché que es muy hermoso.,Escuché que es muy [hermoso]{hermosa}<ga:fm:adj:inan>.,[hermoso]{hermosa}<ga:fm:adj:inan>,ga:fm:adj:inan,hermosa,hermoso,"['Escuché', 'que', 'es', 'muy', 'hermosa', '.']","['Escuché', 'que', 'es', 'muy', 'hermoso', '.']","[4, 11]",gender agreement,"[2, 3, 5, 9, 10, 12]",Escuché que es muy hermosa.,Escuché que es muy hermoso.,gender agreement,"[2, 3, 5, 9, 10, 12]","{'0': 2, '1': 2, '2': 2, '3': 2, '4': 1, '7': 2, '8': 2, '9': 2, '10': 2, '11': 1}",A,gender agreement,"{'0': 2, '1': 2, '2': 2, '3': 2, '4': 1}"
4023,885,888,700bcb8cf13bfeee41b2a1e46e5637cfbd5a17b7670c3dff2710d2d2bc551443,SPA 2,Uno canción famoso es Versace on the Floor.,[Uno]{una}<ga:fm:det:inan> canción [famoso]{famosa}<ga:fm:adj:inan> es Versace on the Floor.,[famoso]{famosa}<ga:fm:adj:inan>,ga:fm:adj:inan,famosa,famoso,"['una', 'canción', 'famosa', 'es', 'Versace', 'on', 'the', 'Floor', '.']","['una', 'canción', 'famoso', 'es', 'Versace', 'on', 'the', 'Floor', '.']","[2, 12]",gender agreement,"[1, 11]",una canción famosa es Versace on the Floor.,una canción famoso es Versace on the Floor.,gender agreement,"[1, 11]","{'0': 3, '1': 2, '2': 1, '4': 3, '10': 3, '11': 2, '12': 1, '14': 3}",A,gender agreement,"{'0': 3, '1': 2, '2': 1, '4': 3}"
997,836,276,fbd62264d5e537d1492b3dc5f213b765339870dff0bec337246b8facf9eac7f2,SPA 3,Creo Presidente Obama no gusta un pared.,Creo Presidente Obama no gusta [un]{una}<ga:fm:det:inan> pared.,[un]{una}<ga:fm:det:inan>,ga:fm:det:inan,una,un,"['Creo', 'Presidente', 'Obama', 'no', 'gusta', 'una', 'pared', '.']","['Creo', 'Presidente', 'Obama', 'no', 'gusta', 'un', 'pared', '.']","[5, 14]",gender agreement,"[0, 1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15]",Creo Presidente Obama no gusta una pared.,Creo Presidente Obama no gusta un pared.,gender agreement,"[0, 1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15]","{'4': 3, '5': 1, '6': 2, '13': 3, '14': 1, '15': 2}",A,gender agreement,"{'4': 3, '5': 1, '6': 2}"
922,753,245,4bc1e8abe82642562b530d2c5c0abb2366e80f38a45dff06cb092fd93f5844cf,SPA 2,Tiene muchas tatuajes en su cuerpo.,Tiene [muchas]{muchos}<ga:mf:det:inan> tatuajes en su cuerpo.,[muchas]{muchos}<ga:mf:det:inan>,ga:mf:det:inan,muchos,muchas,"['Tiene', 'muchos', 'tatuajes', 'en', 'su', 'cuerpo', '.']","['Tiene', 'muchas', 'tatuajes', 'en', 'su', 'cuerpo', '.']","[1, 9]",gender agreement,"[2, 10]",Tiene muchos tatuajes en su cuerpo.,Tiene muchas tatuajes en su cuerpo.,gender agreement,"[2, 10]","{'0': 3, '1': 1, '2': 2, '8': 3, '9': 1, '10': 2}",A,gender agreement,"{'0': 3, '1': 1, '2': 2}"
3775,622,633,5665a3659d8dcbc155ee036660f772ea94c953e2c40b291f1615f121cf6ed384,SPA 1,"Su personalidad es cómico, simpático y aimable.","Su personalidad es [cómico]{cómica}<ga:fm:adj:inan>, [simpático]{simpática}<ga:fm:adj:inan> y aimable.",[cómico]{cómica}<ga:fm:adj:inan>,ga:fm:adj:inan,cómica,cómico,"['Su', 'personalidad', 'es', 'cómica', ',', 'simpática', 'y', 'aimable', '.']","['Su', 'personalidad', 'es', 'cómico', ',', 'simpática', 'y', 'aimable', '.']","[3, 13]",gender agreement,"[1, 11]","Su personalidad es cómica, simpática y aimable.","Su personalidad es cómico, simpática y aimable.",gender agreement,"[1, 11]","{'0': 3, '1': 2, '2': 2, '3': 1, '5': 2, '6': 3, '7': 2, '10': 3, '11': 2, '12': 2, '13': 1, '15': 2, '16': 3, '17': 2}",A,gender agreement,"{'0': 3, '1': 2, '2': 2, '3': 1, '5': 2, '6': 3, '7': 2}"
3175,1029,85,2fd3744a9b6ebe37adb4ab3a66e033cc899d03b34278e0f46094f49d253c40d6,SPA 1,El historia de aquí jugador es muchos motivador.,[El]{la}<ga:fm:det:inan> historia de aquí jugador es muchos [motivador]{motivadora}<ga:fm:adj:inan>.,[El]{la}<ga:fm:det:inan>,ga:fm:det:inan,la,El,"['la', 'historia', 'de', 'aquí', 'jugador', 'es', 'muchos', 'motivadora', '.']","['El', 'historia', 'de', 'aquí', 'jugador', 'es', 'muchos', 'motivadora', '.']","[0, 10]",gender agreement,"[1, 11]",la historia de aquí jugador es muchos motivadora.,El historia de aquí jugador es muchos motivadora.,gender agreement,"[1, 11]","{'0': 1, '1': 2, '4': 3, '7': 3, '10': 1, '11': 2, '14': 3, '17': 3}",A,gender agreement,"{'0': 1, '1': 2, '4': 3, '7': 3}"
706,523,96,2eba9ca1460a6698dfc82f5202aeae96b56f997ffd5b3d067bdf3497ad23b213,SPA 1,Dwayne tiene un hermano y un hermana.,Dwayne tiene un hermano y [un]{una}<ga:fm:det:an> hermana.,[un]{una}<ga:fm:det:an>,ga:fm:det:an,una,un,"['Dwayne', 'tiene', 'un', 'hermano', 'y', 'una', 'hermana', '.']","['Dwayne', 'tiene', 'un', 'hermano', 'y', 'un', 'hermana', '.']","[5, 14]",gender agreement,"[7, 16]",Dwayne tiene un hermano y una hermana.,Dwayne tiene un hermano y un hermana.,gender agreement,"[7, 16]","{'3': 3, '4': 3, '5': 1, '6': 2, '12': 3, '13': 3, '14': 1, '15': 2}",A,gender agreement,"{'3': 3, '4': 3, '5': 1, '6': 2}"
1469,284,622,a3e9181fc55162715bdec7800765284ab20beace9b46bf7a4cdb1b598b78a14a,SPA 3,Ella esta junto con Offset.,Ella esta [junto]{junta}<ga:fm:adj:an> con Offset.,[junto]{junta}<ga:fm:adj:an>,ga:fm:adj:an,junta,junto,"['Ella', 'esta', 'junta', 'con', 'Offset', '.']","['Ella', 'esta', 'junto', 'con', 'Offset', '.']","[2, 9]",gender agreement,"[0, 1, 3, 4, 7, 8, 10, 11]",Ella esta junta con Offset.,Ella esta junto con Offset.,gender agreement,"[0, 1, 3, 4, 7, 8, 10, 11]","{'0': 3, '1': 2, '2': 1, '3': 2, '4': 3, '7': 3, '8': 2, '9': 1, '10': 2, '11': 3}",A,gender agreement,"{'0': 3, '1': 2, '2': 1, '3': 2, '4': 3}"
2524,341,1384,9cdfb1c50d045ec75ce86467865b80ae9c1573e76967cef56a2953dc37f73480,SPA 3,La playa es perfecto para relijar.,La playa es [perfecto]{perfecta}<ga:fm:adj:inan> para relijar.,[perfecto]{perfecta}<ga:fm:adj:inan>,ga:fm:adj:inan,perfecta,perfecto,"['La', 'playa', 'es', 'perfecta', 'para', 'relijar', '.']","['La', 'playa', 'es', 'perfecto', 'para', 'relijar', '.']","[3, 11]",gender agreement,"[0, 1, 2, 8, 9, 10]",La playa es perfecta para relijar.,La playa es perfecto para relijar.,gender agreement,"[0, 1, 2, 8, 9, 10]","{'0': 3, '1': 2, '2': 2, '3': 1, '4': 3, '5': 2, '8': 3, '9': 2, '10': 2, '11': 1, '12': 3, '13': 2}",A,gender agreement,"{'0': 3, '1': 2, '2': 2, '3': 1, '4': 3, '5': 2}"
2670,493,1533,852dbebaabdda7259fcf368c3994e2d5997a51d4e4a4c8284d8726422dc99a0a,SPA 3,Yo iria Hawaii porque la clima caliente.,Yo iria Hawaii porque [la]{el}<ga:mf:det:aty:inan> clima caliente.,[la]{el}<ga:mf:det:aty:inan>,ga:mf:det:aty:inan,el,la,"['Yo', 'iria', 'Hawaii', 'porque', 'el', 'clima', 'caliente', '.']","['Yo', 'iria', 'Hawaii', 'porque', 'la', 'clima', 'caliente', '.']","[4, 13]",gender agreement,"[5, 14]",Yo iria Hawaii porque el clima caliente.,Yo iria Hawaii porque la clima caliente.,gender agreement,"[5, 14]","{'0': 3, '3': 3, '4': 1, '5': 2, '6': 3, '9': 3, '12': 3, '13': 1, '14': 2, '15': 3}",A,gender agreement,"{'0': 3, '3': 3, '4': 1, '5': 2, '6': 3}"
1465,280,622,7327287ea0247935a42690df2284af2dfc612598d0d4572f01238a699fbaa38b,SPA 3,Pero esta ano me gusta a Cardi B.,Pero [esta]{este}<ga:mf:det:inan> ano me gusta a Cardi B.,[esta]{este}<ga:mf:det:inan>,ga:mf:det:inan,este,esta,"['Pero', 'este', 'ano', 'me', 'gusta', 'a', 'Cardi', 'B', '.']","['Pero', 'esta', 'ano', 'me', 'gusta', 'a', 'Cardi', 'B', '.']","[1, 11]",gender agreement,"[2, 12]",Pero este ano me gusta a Cardi B.,Pero esta ano me gusta a Cardi B.,gender agreement,"[2, 12]","{'1': 1, '2': 2, '4': 3, '11': 1, '12': 2, '14': 3}",A,gender agreement,"{'1': 1, '2': 2, '4': 3}"
4747,605,1466,85cce1e03dcd5cfa803a2441cee3aabecf56c6ba3023a0c0e3f7c2e9975b2443,SPA 2,A vacación perfecto es cuando todo es gratis.,A [vacación]{vacaciones}<in:s:noun:inan> [perfecto]{perfecta}<ga:fm:adj:inan> es cuando todo es gratis.,[perfecto]{perfecta}<ga:fm:adj:inan>,ga:fm:adj:inan,perfecta,perfecto,"['A', 'vacaciones', 'perfecta', 'es', 'cuando', 'todo', 'es', 'gratis', '.']","['A', 'vacaciones', 'perfecto', 'es', 'cuando', 'todo', 'es', 'gratis', '.']","[2, 12]",gender agreement,"[1, 11]",A vacaciones perfecta es cuando todo es gratis.,A vacaciones perfecto es cuando todo es gratis.,gender agreement,"[1, 11]","{'0': 3, '1': 2, '2': 1, '3': 3, '10': 3, '11': 2, '12': 1, '13': 3}",A,gender agreement,"{'0': 3, '1': 2, '2': 1, '3': 3}"
873,702,218,abb1dfd9c051ec3b53bcaf93dbf162003d33b11947b731f7ccc145ce1bff46b5,SPA 2,Su papa esta un maestra de actuar.,Su papa esta un [maestra]{maestro}<ga:mf:noun:an> de actuar.,[maestra]{maestro}<ga:mf:noun:an>,ga:mf:noun:an,maestro,maestra,"['Su', 'papa', 'esta', 'un', 'maestro', 'de', 'actuar', '.']","['Su', 'papa', 'esta', 'un', 'maestra', 'de', 'actuar', '.']","[4, 13]",gender agreement,"[3, 12]",Su papa esta un maestro de actuar.,Su papa esta un maestra de actuar.,gender agreement,"[3, 12]","{'0': 3, '1': 2, '2': 2, '3': 2, '4': 1, '5': 3, '6': 2, '9': 3, '10': 2, '11': 2, '12': 2, '13': 1, '14': 3, '15': 2}",A,gender agreement,"{'0': 3, '1': 2, '2': 2, '3': 2, '4': 1, '5': 3, '6': 2}"
5104,977,851,ae6169626087f8be88b0e5f1ea62d4aa7f09bb192c91764bbdc388dd3be1942f,SPA 2,"Tambien, Rihanna tiene bonita unas coches.","Tambien, Rihanna tiene [bonita]{bonitos}<ga:na:mf:ps:adj:inan> [unas]{unos}<ga:mf:det:inan> coches.",[unas]{unos}<ga:mf:det:inan>,ga:mf:det:inan,unos,unas,"['Tambien', ',', 'Rihanna', 'tiene', 'bonitos', 'unos', 'coches', '.']","['Tambien', ',', 'Rihanna', 'tiene', 'bonitos', 'unas', 'coches', '.']","[5, 14]",gender agreement,"[2, 6, 11, 15]","Tambien, Rihanna tiene bonitos unos coches.","Tambien, Rihanna tiene bonitos unas coches.",gender agreement,"[2, 6, 11, 15]","{'3': 3, '5': 1, '6': 2, '12': 3, '14': 1, '15': 2}",A,gender agreement,"{'3': 3, '5': 1, '6': 2}"
895,725,232,ffe03eb22ded8fe22e7ce21c39cb059eb51d8fe81c9dc3dcb9b538abee6c8ba4,SPA 2,Ella tiene pelo rubia y ojos azules.,Ella tiene pelo [rubia]{rubio}<ga:mf:adj:inan> y ojos azules.,[rubia]{rubio}<ga:mf:adj:inan>,ga:mf:adj:inan,rubio,rubia,"['Ella', 'tiene', 'pelo', 'rubio', 'y', 'ojos', 'azules', '.']","['Ella', 'tiene', 'pelo', 'rubia', 'y', 'ojos', 'azules', '.']","[3, 12]",gender agreement,"[1, 2, 10, 11]",Ella tiene pelo rubio y ojos azules.,Ella tiene pelo rubia y ojos azules.,gender agreement,"[1, 2, 10, 11]","{'1': 3, '2': 2, '3': 1, '5': 3, '10': 3, '11': 2, '12': 1, '14': 3}",A,gender agreement,"{'1': 3, '2': 2, '3': 1, '5': 3}"
2527,344,1384,aa6d3a7c934e6b0f208ce346f6c5ab41129210aa2147f28b00b577dde7eafb0c,SPA 3,Hay una hammock y muchos camas.,Hay una hammock y [muchos]{muchas}<ga:fm:det:inan> camas.,[muchos]{muchas}<ga:fm:det:inan>,ga:fm:det:inan,muchas,muchos,"['Hay', 'una', 'hammock', 'y', 'muchas', 'camas', '.']","['Hay', 'una', 'hammock', 'y', 'muchos', 'camas', '.']","[4, 12]",gender agreement,"[5, 6, 13, 14]",Hay una hammock y muchas camas.,Hay una hammock y muchos camas.,gender agreement,"[5, 6, 13, 14]","{'2': 3, '3': 3, '4': 1, '5': 2, '10': 3, '11': 3, '12': 1, '13': 2}",A,gender agreement,"{'2': 3, '3': 3, '4': 1, '5': 2}"
1838,669,941,88e4f90f0e92c8e384e78d28e433a80ec0292aa04f228ceb39c69db8c4862a98,SPA 1,Yo quiero ver las edificios arquitectónicos.,Yo quiero ver [las]{los}<ga:mf:det:inan> edificios arquitectónicos.,[las]{los}<ga:mf:det:inan>,ga:mf:det:inan,los,las,"['Yo', 'quiero', 'ver', 'los', 'edificios', 'arquitectónicos', '.']","['Yo', 'quiero', 'ver', 'las', 'edificios', 'arquitectónicos', '.']","[3, 11]",gender agreement,"[2, 4, 10, 12]",Yo quiero ver los edificios arquitectónicos.,Yo quiero ver las edificios arquitectónicos.,gender agreement,"[2, 4, 10, 12]","{'2': 3, '3': 1, '4': 2, '5': 3, '10': 3, '11': 1, '12': 2, '13': 3}",A,gender agreement,"{'2': 3, '3': 1, '4': 2, '5': 3}"
2541,358,1396,a5bf79f3a22c882f9d22d293a3a3d11f21904ab4c255542bfe67e7679c2bcdcf,SPA 2,El agua es muy fresco y sabe delicioso.,El agua es muy [fresco]{fresca}<ga:fm:adj:inan> y sabe delicioso.,[fresco]{fresca}<ga:fm:adj:inan>,ga:fm:adj:inan,fresca,fresco,"['El', 'agua', 'es', 'muy', 'fresca', 'y', 'sabe', 'delicioso', '.']","['El', 'agua', 'es', 'muy', 'fresco', 'y', 'sabe', 'delicioso', '.']","[4, 14]",gender agreement,"[1, 2, 3, 11, 12, 13]",El agua es muy fresca y sabe delicioso.,El agua es muy fresco y sabe delicioso.,gender agreement,"[1, 2, 3, 11, 12, 13]","{'0': 3, '1': 2, '2': 2, '3': 2, '4': 1, '5': 3, '6': 2, '7': 3, '10': 3, '11': 2, '12': 2, '13': 2, '14': 1, '15': 3, '16': 2, '17': 3}",A,gender agreement,"{'0': 3, '1': 2, '2': 2, '3': 2, '4': 1, '5': 3, '6': 2, '7': 3}"
4087,950,918,1ca520db783cf46bc4f56794d499d103a3f04142903e9fe1f22d5efea395af98,SPA 1,Entonces quiero hornearlos y comerlos con mantequilla.,Entonces quiero [hornearlos]{hornearlas}<ga:fm:pron:inan> y [comerlos]{comerlas}<ga:fm:pron:inan> con mantequilla.,[hornearlos]{hornearlas}<ga:fm:pron:inan>,ga:fm:pron:inan,hornearlas,hornearlos,"['Entonces', 'quiero', 'hornearlas', 'y', 'comerlas', 'con', 'mantequilla', '.']","['Entonces', 'quiero', 'hornearlos', 'y', 'comerlas', 'con', 'mantequilla', '.']","[2, 11]",gender agreement,"[4, 13]",Entonces quiero hornearlas y comerlas con mantequilla.,Entonces quiero hornearlos y comerlas con mantequilla.,gender agreement,"[4, 13]","{'0': 3, '1': 2, '2': 1, '3': 3, '4': 2, '6': 3, '9': 3, '10': 2, '11': 1, '12': 3, '13': 2, '15': 3}",A,gender agreement,"{'0': 3, '1': 2, '2': 1, '3': 3, '4': 2, '6': 3}"
1422,234,589,2a8e66188f4c1061727593115dffcbe45a9a48ad41ad484d8c026792cac33c62,SPA 2,El puede jugar diferente roles.,El puede jugar [diferente]{diferentes}<na:ps:det:inan> roles.,[diferente]{diferentes}<na:ps:det:inan>,na:ps:det:inan,diferentes,diferente,"['El', 'puede', 'jugar', 'diferentes', 'roles', '.']","['El', 'puede', 'jugar', 'diferente', 'roles', '.']","[3, 10]",number agreement,"[2, 4, 9, 11]",El puede jugar diferentes roles.,El puede jugar diferente roles.,number agreement,"[2, 4, 9, 11]","{'2': 3, '3': 1, '4': 2, '9': 3, '10': 1, '11': 2}",A,number agreement,"{'2': 3, '3': 1, '4': 2}"
5111,984,879,a7f1b775bcafb78be2759b74112a01ec4815d7874892495e82feddea2a0f014a,SPA 1,Los canciones son triste pero sonar feliz.,[Los]{las}<ga:fm:det:inan> canciones son [triste]{tristes}<na:ps:adj:inan> pero sonar [feliz]{felices}<na:ps:adj:inan>.,[triste]{tristes}<na:ps:adj:inan>,na:ps:adj:inan,tristes,triste,"['las', 'canciones', 'son', 'tristes', 'pero', 'sonar', 'felices', '.']","['las', 'canciones', 'son', 'triste', 'pero', 'sonar', 'felices', '.']","[3, 12]",number agreement,"[1, 2, 10, 11]",las canciones son tristes pero sonar felices.,las canciones son triste pero sonar felices.,number agreement,"[1, 2, 10, 11]","{'0': 3, '1': 2, '2': 2, '3': 1, '4': 3, '5': 2, '6': 3, '9': 3, '10': 2, '11': 2, '12': 1, '13': 3, '14': 2, '15': 3}",A,number agreement,"{'0': 3, '1': 2, '2': 2, '3': 1, '4': 3, '5': 2, '6': 3}"
